,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
14145,9722,-,6,1239,2007,3,0,2,1.5,116800,4.0,2,2,1,2,11,2
14146,12000,-,15,966,2003,8,0,2,3.5,170000,6.0,1,2,1,1,8,0
14147,52991,891,5,5,2016,1,1,3,2.0,136663,4.0,1,2,1,1,2,4
14148,3293,475,2,78,2012,2,1,1,1.4,126419,4.0,1,2,1,1,1,12
14149,9408,1236,3,842,2011,2,0,1,1.3,151000,4.0,2,2,1,2,5,2
14150,8781,-,6,121,2002,2,0,2,1.5,117000,4.0,1,1,1,2,7,4
14151,129521,1493,7,153,2016,1,1,2,3.5,78400,6.0,2,1,1,1,4,12
14152,34497,934,6,76,2015,3,0,2,2.5,74000,4.0,1,2,1,1,4,0
14153,9408,-,19,947,2003,7,1,2,3.0,0,6.0,4,2,2,1,4,6
14154,60,-,6,6,2012,2,1,1,1.8,100000,4.0,1,2,1,1,1,12
14155,15053,765,5,7,2015,3,1,6,2.0,269972,4.0,1,2,1,1,1,4
14156,12777,583,2,50,2011,3,1,2,1.6,167776,4.0,1,2,1,1,1,4
14157,19130,-,11,22,2005,1,1,6,4.7,2034,8.0,1,1,1,1,2,12
14158,27065,1131,20,88,2013,1,1,3,2.0,181796,4.0,1,2,1,1,2,4
14159,2650,-,8,12,1995,3,0,2,1.8,284018,4.0,4,2,1,1,4,2
14160,3920,815,6,6,2011,2,1,1,1.8,326325,4.0,1,2,1,1,1,12
14161,18817,891,4,220,2016,2,1,2,2.0,74000,4.0,2,2,1,1,2,12
14162,10976,-,7,35,1998,3,0,2,1.8,140000,4.0,1,3,1,1,1,4
14163,16308,60,18,274,2010,1,1,3,2.2,74000,4.0,1,2,1,1,4,4
14164,14426,-,12,25,2010,3,1,2,2.5,130400,5.0,2,2,1,1,3,8
14165,470,1018,10,38,2011,3,1,2,3.0,249147,6.0,1,1,1,1,5,12
14166,9722,-,26,385,2006,3,1,2,1.5,130000,4.0,1,2,1,2,3,2
14167,16308,687,5,14,2010,3,1,2,1.6,57559,4.0,1,2,1,1,3,4
14168,15577,639,2,50,2014,3,1,3,2.0,77192,4.0,1,2,1,1,1,4
14169,3293,780,2,50,2019,3,1,2,1.4,20040,4.0,1,2,1,1,1,12
14170,13485,751,5,7,2013,3,1,1,2.4,96165,4.0,1,2,1,1,5,8
14171,47042,1055,1,126,2013,3,1,2,3.5,94000,6.0,2,1,1,1,11,8
14172,8154,174,3,3,2012,6,0,1,1.3,116000,4.0,3,2,1,2,3,2
14173,24462,505,10,125,2018,3,1,1,2.0,45525,4.0,1,3,1,1,4,12
14174,39891,694,5,5,2014,1,1,3,2.2,81000,4.0,1,2,1,1,1,4
14175,20385,-,7,1346,1987,1,0,3,2.2,243567,4.0,4,1,1,1,2,0
14176,11133,394,6,8,2014,3,1,1,2.5,179381,4.0,1,2,1,1,2,12
14177,18189,-,11,22,2007,1,1,4,3.7,208000,6.0,2,1,1,1,2,8
14178,784,394,6,8,2014,3,1,1,2.5,102397,4.0,1,2,1,1,2,12
14179,16621,1172,7,10,2011,3,1,3,3.5,119379,6.0,1,1,1,1,1,12
14180,19130,1194,6,26,2013,3,1,2,4.0,57554,6.0,1,1,1,1,1,12
14181,99440,1156,4,66,2017,1,1,2,2.3,44643,4.0,1,2,1,1,2,4
14182,11760,924,20,88,2011,1,1,3,2.7,332077,4.0,1,2,1,1,2,4
14183,14740,-,7,445,2003,3,1,6,5.0,22500,8.0,2,3,1,1,3,12
14184,40,-,12,1168,1993,3,0,2,2.0,111111,4.0,4,2,1,1,15,2
14185,706,1091,4,40,2016,3,1,2,2.5,135810,4.0,1,2,1,1,4,12
14186,18817,609,6,8,2018,3,1,1,2.5,35058,4.0,1,2,1,1,3,12
14187,5331,-,8,140,2000,7,0,2,1.6,0,4.0,4,2,2,1,5,6
14188,188,382,2,78,2017,2,1,1,1.5,125358,4.0,1,2,1,1,4,0
14189,52665,1017,5,5,2017,1,1,3,2.0,113195,4.0,1,2,1,1,5,4
14190,46728,1811,1,61,2010,1,1,2,4.6,260771,8.0,1,1,1,1,2,0
14191,17249,900,5,7,2015,3,1,2,2.4,68728,4.0,1,2,1,1,7,0
14192,470,1399,7,10,2010,3,1,2,3.5,229904,6.0,1,1,1,1,2,12
14193,106627,-,1,500,2013,1,1,2,5.7,198600,8.0,2,1,1,1,2,12
14194,18826,125,5,14,2013,3,1,2,1.6,88694,4.0,1,2,1,1,1,4
14195,24123,1099,20,88,2010,1,1,3,2.7,113724,4.0,1,2,1,1,2,4
14196,18189,-,6,6,2010,2,1,1,1.8,512000,4.0,3,2,1,1,1,12
14197,9095,-,3,258,2000,1,0,2,1.6,181000,4.0,3,1,1,2,1,2
14198,784,779,6,8,2013,3,1,2,2.5,78670,4.0,1,2,1,1,1,12
14199,1019,917,10,21,2013,1,1,3,3.0,137802,6.0,1,1,1,1,2,0
14200,12083,862,5,24,2011,1,1,3,2.5,43224,4.0,1,2,1,1,5,4
14201,15053,380,4,4,2014,1,0,2,1.6,0,4.0,1,1,1,1,5,0
14202,314,2410,7,10,2010,3,1,2,6.2,274771,8.0,1,3,1,1,3,12
14203,282,639,10,65,2014,3,1,2,2.0,181659,4.0,1,1,1,1,2,12
14204,1960,584,15,334,2014,3,1,2,1.8,81587,4.0,1,2,1,1,4,12
14205,282,1131,13,210,2013,3,1,2,2.0,157584,4.0,1,1,1,1,2,0
14206,12544,1246,4,4,2008,1,1,1,2.3,156000,4.0,1,1,1,1,6,6
14207,1960,585,5,14,2013,3,1,2,1.8,177590,4.0,1,2,1,1,4,12
14208,14897,1249,6,76,2017,1,1,2,2.5,56893,4.0,1,2,1,1,7,12
14209,392,761,6,6,2010,2,1,1,1.8,267165,4.0,1,2,1,1,3,12
14210,627,1172,7,10,2011,3,1,3,3.5,230696,6.0,1,1,1,1,2,12
14211,3136,639,5,14,2014,3,1,2,2.0,104085,4.0,1,2,1,1,1,12
14212,23433,891,5,7,2016,3,1,6,2.0,88900,4.0,1,2,1,1,3,4
14213,37799,777,5,24,2014,8,1,3,2.5,77850,4.0,1,2,1,1,2,4
14214,862,259,2,78,2014,1,1,1,1.4,133195,4.0,1,2,1,1,2,0
14215,13799,-,6,6,2008,2,1,1,1.5,137000,4.0,1,2,1,1,12,6
14216,35570,1091,5,24,2016,8,1,3,2.5,77227,4.0,1,2,1,1,4,4
14217,35344,934,5,24,2015,6,1,3,2.5,90660,4.0,1,2,1,1,3,4
14218,314,2070,6,734,2018,1,1,2,4.0,0,6.0,1,2,1,1,2,12
14220,4500,-,8,138,1999,3,0,2,1.8,1000,4.0,4,2,1,1,4,4
14221,4600,-,10,380,1996,3,1,2,2.8,0,6.0,4,3,1,1,1,4
14222,10976,1185,4,4,2009,1,1,1,2.5,184000,4.0,1,2,1,1,4,12
14223,862,751,5,7,2013,3,1,2,2.4,175790,4.0,1,2,1,1,5,12
14224,31361,-,6,8,2015,3,1,1,2.5,163000,6.0,1,2,1,1,3,0
14225,34836,770,5,43,2016,1,1,3,1.7,106553,4.0,1,2,1,1,3,4
14227,40983,639,5,5,2014,1,1,3,2.0,120871,4.0,1,2,1,1,1,4
14228,5645,751,18,178,2013,3,1,1,2.4,100000,4.0,1,2,1,1,2,12
14229,50178,1714,6,85,2017,8,0,2,3.5,75000,6.0,1,2,1,1,12,0
14231,12027,502,3,3,2013,2,1,2,1.5,113000,4.0,1,2,1,1,3,4
14232,13328,1481,13,31,2017,3,1,2,3.0,44642,6.0,1,1,1,1,2,0
14234,14021,-,4,220,2011,2,1,2,2.0,130000,4.0,1,2,1,1,7,8
14235,17562,-,6,6,2009,2,1,1,1.8,2005000,4.0,3,2,1,1,3,8
14236,14500,-,9,1206,2004,1,1,2,4.5,315430,8.0,1,1,1,1,2,0
14237,1019,1275,11,316,2019,3,1,2,2.4,24805,4.0,1,2,1,1,1,12
14238,9565,1091,6,76,2016,1,1,2,2.5,60677,4.0,1,2,1,1,4,12
14239,27889,707,20,88,2011,1,1,3,2.0,138000,4.0,1,2,1,1,1,4
14240,3763,1053,7,47,2014,1,1,2,3.5,94362,6.0,1,3,1,1,3,12
14241,21012,751,6,8,2013,3,1,2,2.4,77182,4.0,1,2,1,1,4,8
14242,2117,155,12,159,2015,2,1,2,0.2,237930,4.0,1,2,1,1,3,12
14243,15053,765,5,7,2015,3,1,6,2.0,309174,4.0,1,2,1,1,1,4
14244,12548,308,3,3,2015,2,1,1,1.5,98937,4.0,1,2,1,1,3,4
14245,27162,1003,2,51,2016,1,1,3,1.6,118365,4.0,1,2,1,1,3,4
14246,784,917,10,21,2013,3,1,3,3.0,0,6.0,1,1,1,1,2,0
14247,1333,779,12,91,2013,3,1,2,2.5,138355,5.0,1,2,1,1,4,12
14248,6500,874,12,477,2013,2,0,2,1.0,14300,3.0,2,2,1,2,3,2
14249,17484,583,5,14,2011,3,1,2,1.6,128147,4.0,1,2,1,1,3,4
14250,17923,707,5,5,2011,1,1,3,2.0,172000,4.0,1,2,1,1,3,4
14251,18503,1003,5,14,2016,3,1,6,1.6,30312,4.0,1,2,1,1,4,4
14252,31361,394,6,144,2014,3,1,1,2.5,144000,4.0,1,2,1,1,2,12
14254,5802,790,17,55,2009,3,1,2,1.6,84818,4.0,1,2,1,1,5,4
14255,113025,518,1,87,2016,1,1,1,2.5,32040,4.0,1,2,1,1,3,4
14256,28000,-,6,13,2018,1,1,2,1.8,12987,5.0,2,2,3,1,5,12
14257,282,333,4,40,2014,3,1,1,2.0,0,4.0,1,2,1,1,1,0
14258,2587,753,5,7,2012,3,1,1,2.4,277614,4.0,1,2,1,1,3,12
14260,50,-,6,6,2012,2,0,1,1.8,120000,4.0,1,2,1,1,3,8
14261,21975,707,5,43,2011,1,1,3,2.0,193873,4.0,1,2,1,1,3,4
14262,2274,777,6,8,2014,3,1,2,2.5,53675,4.0,1,2,1,1,1,12
14263,470,831,5,7,2011,1,1,1,2.4,278989,4.0,1,2,1,1,5,0
14264,24148,777,16,54,2014,1,0,2,2.5,55000,4.0,1,1,1,1,2,12
14265,69807,831,3,30,2018,3,1,2,1.5,22237,4.0,1,2,1,1,2,4
14266,8781,-,7,73,2000,3,0,3,2.2,309000,4.0,1,3,1,1,1,8
14267,20385,707,19,535,2011,1,0,2,2.0,95000,4.0,1,1,1,1,5,10
14268,31047,1053,7,10,2014,3,1,3,3.5,132349,6.0,1,1,1,1,4,12
14270,862,1104,13,31,2015,1,1,2,3.0,264014,6.0,1,1,1,1,2,0
14271,6743,1079,36,895,2018,1,1,2,2.0,10782,4.0,1,1,1,1,3,12
14272,19757,697,5,14,2015,3,0,2,1.8,57000,4.0,1,2,3,1,2,10
14273,28000,1017,10,1349,2017,3,1,3,2.0,48578,4.0,1,2,3,1,8,12
14274,1490,831,5,7,2011,3,1,1,2.4,202637,4.0,1,2,1,1,2,0
14275,15681,891,5,7,2016,3,1,6,2.0,263886,4.0,1,2,1,1,1,4
14276,29166,-,5,14,2017,3,1,2,2.0,33100,4.0,1,2,1,1,5,6
14277,15530,502,6,28,2013,2,1,2,1.5,86262,4.0,1,2,1,1,2,4
14278,20698,831,5,14,2017,3,1,6,1.6,120000,4.0,1,2,1,1,1,4
14279,15053,584,5,14,2014,3,0,2,1.8,83000,4.0,1,2,1,1,2,6
14280,706,761,6,6,2010,2,1,1,1.8,73402,4.0,1,2,1,1,3,12
14281,21639,-,4,40,2015,3,0,2,2.5,174400,4.0,1,2,1,1,3,12
14283,10036,1110,3,3,2013,2,0,1,1.3,101000,4.0,1,2,1,2,1,4
14284,20385,585,6,6,2013,3,0,1,1.8,105000,4.0,1,2,1,1,3,0
14285,706,585,6,6,2013,2,1,1,1.8,105328,4.0,1,2,1,1,3,12
14286,53188,930,5,43,2018,1,1,3,1.7,17101,4.0,1,2,1,1,3,4
14288,8467,-,29,457,1999,3,0,2,1.6,440000,4.0,4,3,1,1,14,0
14290,627,1624,6,18,2009,3,1,1,3.5,297378,6.0,1,1,1,1,2,12
14291,7213,919,10,21,2012,1,1,3,3.0,274098,6.0,1,1,1,1,3,0
14292,25716,-,10,21,2008,1,1,2,3.0,160000,6.0,2,1,1,1,13,6
14293,31204,764,18,178,2016,3,1,3,1.7,30574,4.0,1,2,1,1,3,4
14294,251,345,6,6,2016,2,1,1,1.5,296104,4.0,1,2,1,1,2,12
14296,10349,1266,6,28,2014,2,0,1,1.5,134800,4.0,3,2,1,2,1,2
14297,31361,-,26,552,1982,1,0,2,0.8,29500,3.0,4,1,2,1,5,1
14299,6899,-,8,140,1999,2,0,4,1.6,180000,4.0,4,2,1,1,1,6
14300,15053,-,12,25,2011,3,1,2,2.5,188800,5.0,2,2,1,1,5,0
14301,5018,1399,1,1,2010,1,1,1,3.5,167222,6.0,1,1,1,1,2,12
14302,11992,761,2,55,2010,3,1,2,1.8,147398,4.0,1,2,1,1,4,4
14303,12388,1399,7,10,2010,3,1,3,3.5,189530,6.0,1,1,1,1,2,12
14304,22580,-,21,1350,2013,3,1,2,2.5,135000,4.0,2,2,1,1,7,6
14305,549,765,7,129,2015,3,1,2,2.0,54549,4.0,1,3,1,1,5,12
14306,7213,-,7,410,1999,6,0,2,2.8,248592,6.0,1,3,1,1,1,8
14307,5331,-,7,250,2002,2,1,2,1.9,123000,4.0,1,2,1,2,2,6
14308,2666,1018,7,47,2011,1,1,3,3.0,0,6.0,1,1,1,1,2,12
14309,13485,878,6,6,2009,2,0,1,1.8,167219,4.0,1,2,1,1,3,8
14310,21326,-,10,65,2009,3,1,2,3.0,171000,6.0,2,3,1,1,2,10
14311,4077,751,5,7,2013,3,1,2,2.4,104557,4.0,1,2,1,1,4,12
14312,56136,1017,7,33,2017,3,1,2,2.0,50963,4.0,1,3,1,1,2,12
14313,9408,1413,3,3,2011,2,0,2,1.5,39333,4.0,3,2,1,2,1,8
14314,19444,642,18,178,2012,3,1,2,2.0,67000,4.0,2,2,1,1,5,12
14315,26528,777,5,24,2014,8,1,3,2.5,183731,4.0,1,2,1,1,1,4
14316,12858,-,3,3,2013,2,0,1,1.3,145000,4.0,1,2,1,2,3,4
14317,23521,919,10,1003,2012,3,1,2,3.0,140096,6.0,2,3,1,1,2,12
14318,17562,1356,1,17,2014,1,1,2,4.6,146218,8.0,1,1,1,1,2,0
14319,2195,934,6,8,2015,3,1,2,2.5,106989,4.0,1,2,1,1,2,12
14321,8154,1172,1,374,2011,3,1,2,3.5,259066,6.0,1,1,1,1,1,12
14322,5018,1624,7,10,2009,3,1,3,3.5,109139,6.0,1,3,1,1,2,12
14323,39226,1017,5,43,2017,1,1,3,2.0,133808,4.0,1,2,1,1,1,4
14324,33908,639,5,5,2014,1,1,3,2.0,175126,4.0,1,2,1,1,4,4
14325,15681,1811,1,61,2010,1,1,2,4.6,275240,8.0,1,1,1,1,1,0
14326,12231,878,6,6,2009,3,1,1,1.8,138942,4.0,1,2,1,1,7,8
14327,627,1058,7,10,2012,3,1,3,3.5,318285,6.0,1,1,1,1,2,12
14328,13172,779,12,101,2013,3,0,2,2.5,103000,4.0,2,2,1,1,2,12
14329,42052,891,5,5,2016,1,1,3,2.0,113588,4.0,1,2,1,1,5,4
14330,10976,521,2,50,2011,3,0,2,1.4,131200,4.0,1,2,1,1,7,6
14331,26657,-,7,134,2005,3,1,2,5.0,205000,8.0,2,3,1,1,1,9
14332,9722,765,5,7,2015,3,1,6,2.0,684618,4.0,1,2,1,1,9,4
14333,22063,836,5,43,2010,1,1,3,2.0,167512,4.0,1,2,1,1,4,4
14334,784,382,2,78,2017,2,1,1,1.5,81440,4.0,1,2,1,1,2,0
14335,33214,1131,5,5,2013,1,1,3,2.0,79730,4.0,1,2,1,1,3,4
14336,7997,2566,4,46,2018,1,1,2,5.0,39576,8.0,1,3,1,1,2,12
14337,3136,781,6,8,2012,3,1,1,2.5,268683,4.0,1,2,1,1,5,12
14338,220,919,10,21,2012,1,1,3,3.0,273962,6.0,1,1,1,1,3,0
14339,9252,765,5,7,2015,3,1,6,2.0,498170,4.0,1,2,1,1,9,4
14340,5175,1327,15,107,2018,3,1,2,2.5,147947,4.0,1,2,1,1,4,12
14341,2000,-,12,101,1986,7,0,2,1.8,0,4.0,4,2,2,1,6,0
14342,2822,629,15,37,2015,1,1,2,1.6,103498,4.0,1,1,1,1,2,0
14344,5331,-,8,1351,1998,5,0,2,1.6,247000,4.0,4,2,1,1,6,4
14345,60,-,6,41,2005,8,0,2,2.0,232000,4.0,1,1,1,2,12,4
14346,66799,1053,6,805,2014,1,1,2,3.5,130000,6.0,2,1,1,1,14,10
14348,941,1850,1,15,2008,1,1,1,3.5,364523,6.0,1,1,1,1,2,12
14349,17249,697,5,14,2015,3,0,2,1.8,104978,4.0,1,2,1,1,2,0
14350,2038,308,6,6,2015,2,1,1,1.5,49562,4.0,1,2,1,1,9,12
14351,706,815,1,110,2011,2,1,1,1.8,116869,4.0,1,2,1,1,2,0
14352,18189,881,1,277,2015,2,1,1,2.5,0,6.0,2,3,1,1,2,8
14353,9722,765,5,7,2015,3,1,6,2.0,536315,4.0,1,2,1,1,9,4
14356,73071,1646,1,61,2015,1,1,2,4.6,188078,8.0,1,1,1,1,2,0
14357,15053,-,24,648,2003,1,1,2,3.5,140000,4.0,2,1,1,1,1,6
14358,18760,986,11,268,2010,1,1,2,2.4,116000,4.0,1,2,1,1,1,4
14359,6837,891,5,7,2016,3,1,6,2.0,518650,4.0,1,2,1,1,9,4
14360,21639,-,7,129,2008,3,1,2,3.0,110000,6.0,1,3,1,1,2,10
14361,8467,639,5,7,2014,3,1,6,2.0,587027,4.0,1,2,1,1,9,4
14363,470,1750,6,18,2008,1,1,1,3.3,182024,6.0,1,1,1,1,2,12
14364,6743,1156,4,46,2017,3,1,2,2.3,61653,4.0,1,3,1,1,2,12
14365,18189,586,5,345,2012,3,1,2,1.8,48000,4.0,2,2,1,1,2,12
14366,3400,-,8,12,1991,3,0,4,2.0,362000,4.0,4,2,1,1,4,4
14367,23834,-,13,34,2010,1,1,2,3.2,280000,6.0,2,1,1,1,3,12
14368,24618,697,3,1352,2015,1,1,2,1.8,64269,4.0,1,2,1,1,4,0
14369,3293,1104,10,21,2015,1,1,3,3.0,196614,6.0,1,1,1,1,2,0
14370,37633,1514,7,363,2011,1,1,2,4.6,88000,8.0,1,1,1,1,2,10
14371,1098,1018,13,98,2011,3,1,2,3.0,0,6.0,1,1,1,1,1,12
14372,2509,1017,7,36,2017,1,1,2,2.0,44477,4.0,1,2,1,1,5,0
14373,6899,815,3,30,2011,3,1,2,1.8,106000,4.0,1,2,1,1,2,8
14374,34980,765,5,5,2015,1,1,3,2.0,143269,4.0,1,2,1,1,5,4
14375,8781,639,5,7,2014,3,1,6,2.0,686233,4.0,1,2,1,1,9,4
14376,8467,986,34,490,2010,2,0,2,2.4,145600,4.0,4,2,1,1,2,6
14377,35,-,6,1353,2005,3,1,2,1.5,50000,4.0,1,2,1,1,3,4
14378,8781,353,6,6,2015,2,1,1,1.8,67074,4.0,1,2,1,1,3,12
14379,157,531,15,37,2012,1,1,2,1.6,190454,4.0,1,1,1,1,2,0
14380,40456,505,18,178,2018,3,0,1,2.0,18000,4.0,2,2,1,1,3,12
14381,14583,1172,7,10,2011,3,1,3,3.5,230696,6.0,1,1,1,1,2,12
14382,78,1405,10,21,2009,1,1,3,3.0,229854,6.0,1,1,1,1,6,0
14383,392,781,6,8,2012,3,1,1,2.5,314373,4.0,1,2,1,1,4,12
14384,2901,1621,5,5,2017,1,1,2,3.3,87954,6.0,1,1,1,1,1,12
14385,2274,862,4,4,2011,1,1,1,2.5,168966,4.0,1,1,1,1,3,0
14386,44545,770,5,43,2016,1,1,3,1.7,86000,4.0,1,2,1,1,3,4
14387,11604,639,5,7,2014,3,1,6,2.0,401021,4.0,1,2,1,1,1,4
14388,21012,1131,13,210,2013,3,1,2,2.0,157584,4.0,1,1,1,1,2,0
14389,20,-,6,6,2008,2,1,6,1.5,111111,4.0,1,2,1,1,3,8
14390,22266,585,6,6,2013,2,1,1,1.8,142300,4.0,3,2,1,1,1,12
14391,45210,1017,5,43,2017,1,1,3,2.0,63433,4.0,1,2,1,1,1,4
14393,29075,749,11,268,2014,1,1,2,2.4,126627,4.0,1,2,1,1,11,4
14394,784,781,4,4,2012,1,1,1,2.5,95349,4.0,1,2,1,1,5,0
14395,784,1131,10,65,2013,3,1,2,2.0,189259,4.0,1,3,1,1,2,12
14396,12701,-,18,64,2017,3,0,2,1.2,78000,4.0,4,2,1,1,1,4
14397,3607,585,5,14,2013,3,1,2,1.8,156326,4.0,1,2,1,1,4,12
14398,40889,784,3,30,2017,2,1,2,1.5,1461,4.0,1,2,1,1,1,4
14400,250,-,6,6,2010,2,1,1,1.8,128000,4.0,1,2,1,1,3,12
14401,8154,1750,1,15,2008,1,1,1,3.3,224629,6.0,1,1,1,1,1,12
14402,5645,-,7,139,1995,3,0,4,2.0,250000,4.0,4,3,1,1,5,4
14403,9879,915,7,47,2014,1,1,3,3.0,179054,6.0,1,1,1,1,3,12
14404,11604,1268,3,3,2012,2,0,1,1.5,76000,4.0,2,2,1,2,3,4
14405,8781,-,4,11,1997,4,0,3,2.5,200000,4.0,4,3,2,1,4,2
14406,48566,831,6,28,2018,2,1,2,1.5,14570,4.0,1,2,1,1,2,4
14407,19444,-,5,112,2015,2,1,2,1.6,116800,4.0,2,2,2,1,2,4
14408,20171,707,20,88,2011,1,1,3,2.0,221319,4.0,1,2,1,1,4,4
14409,20385,779,6,415,2013,3,0,1,2.5,123932,4.0,1,2,1,1,4,8
14410,13799,-,6,6,2009,2,1,1,1.8,200000,6.0,2,2,1,1,4,6
14411,9722,765,5,7,2015,3,1,6,2.0,413499,4.0,1,2,1,1,9,4
14412,2430,125,15,37,2013,1,1,2,1.6,129128,4.0,1,1,1,1,3,0
14413,2509,934,6,8,2015,3,1,2,2.5,111936,4.0,1,2,1,1,3,12
14414,13172,843,6,6,2008,2,0,1,1.5,93000,4.0,1,2,1,1,1,12
14415,21953,781,6,8,2012,3,0,2,2.5,123546,4.0,1,2,1,1,1,0
14416,24148,380,15,37,2014,1,0,2,1.6,77000,4.0,2,2,1,1,3,12
14417,4500,-,12,101,2000,6,0,2,2.0,245000,4.0,1,2,1,2,6,4
14418,14113,490,3,156,2011,2,0,1,1.3,140000,4.0,1,2,1,1,5,10
14421,19416,707,5,7,2011,3,1,2,2.0,151727,4.0,1,2,1,1,2,4
14422,392,781,6,8,2012,3,1,1,2.5,314373,4.0,1,2,1,1,4,12
14423,21012,-,33,206,2014,6,1,2,1.6,88000,4.0,4,2,1,1,7,6
14424,7527,1131,4,220,2013,2,0,2,2.0,179200,4.0,1,2,1,1,1,6
14425,17405,-,6,6,2010,2,0,1,1.8,200000,4.0,2,2,1,1,2,6
14426,2352,503,3,3,2012,3,1,2,1.5,167158,4.0,1,2,1,1,4,0
14427,22947,836,20,130,2010,1,1,3,2.0,68493,4.0,1,2,1,1,2,4
14429,9722,1268,6,28,2012,2,0,1,1.5,135000,4.0,1,2,1,2,1,2
14430,17876,584,5,14,2014,3,0,2,1.8,61579,4.0,2,2,1,1,4,12
14431,10349,585,6,6,2013,3,0,2,1.8,149000,4.0,1,2,1,1,2,0
14432,862,2455,1,17,2008,1,1,2,4.7,263190,8.0,1,1,1,1,3,0
14433,13328,1399,1,1,2010,1,1,1,3.5,186005,6.0,1,1,1,1,1,12
14434,549,1077,6,13,2019,1,1,2,2.0,39221,4.0,1,2,1,1,4,12
14435,53000,-,4,46,2015,9,0,2,3.7,63000,6.0,2,3,2,1,7,8
14436,13000,-,36,264,2008,3,1,2,4.2,1000,6.0,2,3,1,1,2,0
14437,19707,583,5,14,2011,3,1,2,1.6,76462,4.0,1,2,1,1,4,4
14438,13485,-,3,550,2006,8,0,6,2.4,100000,4.0,1,2,1,2,2,6
14439,11604,639,5,7,2014,3,1,6,2.0,346470,4.0,1,2,1,1,1,4
14440,7997,1018,7,10,2011,3,1,3,3.0,273186,6.0,1,3,1,1,3,12
14441,2901,831,34,395,2011,3,1,2,2.4,174518,4.0,1,2,1,1,1,12
14442,37580,891,5,5,2016,1,1,3,2.0,45156,4.0,1,2,1,1,2,4
14443,8781,-,7,16,2001,3,0,3,2.2,295000,4.0,4,3,1,1,1,6
14444,20385,-,7,1104,2004,8,0,3,2.2,320070,4.0,1,2,1,1,5,2
14445,13799,308,4,162,2014,2,0,1,1.8,0,4.0,1,2,1,1,3,0
14446,3607,629,15,37,2015,1,1,2,1.6,103358,4.0,1,1,1,1,5,0
14448,5959,1047,5,14,2007,3,1,3,1.6,48606,4.0,1,2,1,1,2,4
14449,10349,-,15,196,2004,1,1,4,2.0,125000,4.0,1,2,1,1,1,4
14450,16411,836,5,7,2010,3,1,2,2.0,201546,4.0,1,2,1,1,4,4
14451,13485,1268,6,1355,2012,2,0,1,1.5,134000,4.0,1,2,1,2,1,6
14452,3763,-,8,12,1995,2,0,2,1.8,245000,4.0,4,2,1,1,6,2
14453,4234,753,5,7,2012,3,1,1,2.4,208627,4.0,1,2,1,1,2,0
14454,20341,502,3,3,2013,2,1,1,1.5,92300,4.0,1,2,1,1,3,4
14455,29793,1053,7,10,2014,3,1,3,3.5,219030,6.0,1,1,1,1,2,12
14456,3293,978,6,122,2019,3,1,2,1.8,54307,4.0,1,2,1,1,2,12
14457,15053,891,12,400,2016,1,1,2,2.0,69012,4.0,2,2,1,1,5,12
14458,3800,-,8,138,1997,3,0,4,1.6,0,4.0,4,2,1,1,6,2
14459,21953,-,5,7,2012,3,1,1,2.4,47000,4.0,2,2,1,1,4,12
14462,784,639,16,270,2014,1,1,2,2.0,64923,4.0,1,1,1,1,9,0
14463,7683,1131,5,7,2013,3,1,6,2.0,21500,4.0,1,2,1,1,1,4
14464,17405,822,18,365,2017,3,1,3,1.6,28888,4.0,1,2,1,1,3,4
14466,15681,-,4,220,2014,2,1,2,2.0,160000,4.0,1,2,1,1,5,10
14468,42544,1003,20,130,2016,1,1,2,1.6,83804,4.0,1,2,1,1,5,4
14469,4077,751,5,7,2013,3,1,2,2.4,111930,4.0,1,2,1,1,1,12
14470,9722,-,19,214,2001,1,0,2,2.0,25000,4.0,4,1,1,1,2,0
14471,627,1360,1,61,2013,3,1,2,4.6,243467,8.0,1,1,1,1,3,0
14472,251,490,3,156,2011,2,1,1,1.3,216858,4.0,1,2,1,1,4,0
14474,22063,836,5,43,2010,1,1,3,2.0,167512,4.0,1,2,1,1,4,4
14475,23207,557,6,8,2019,3,1,1,2.5,30504,4.0,1,2,1,1,1,12
14476,29166,-,16,1357,2018,2,0,2,2.0,42000,4.0,4,1,1,1,7,6
14478,27284,779,6,144,2013,3,1,1,2.5,99520,4.0,2,2,1,1,4,12
14479,18679,125,5,14,2013,3,1,2,1.6,130000,4.0,1,2,1,1,3,4
14480,16894,707,20,130,2011,1,1,3,2.0,130630,4.0,1,2,1,1,1,4
14482,10976,-,6,6,2008,3,0,1,1.5,219200,4.0,3,2,1,1,3,6
14483,7213,-,12,101,1988,2,0,2,1.6,154000,4.0,4,2,2,1,7,0
14484,12231,1017,2,308,2017,7,1,2,2.0,73842,4.0,1,3,2,1,7,12
14485,10976,-,15,243,2003,1,0,2,3.3,0,6.0,1,1,1,1,1,6
14486,6586,1190,6,26,2014,3,1,2,4.0,0,6.0,1,3,1,1,1,12
14488,392,1017,7,33,2017,3,1,2,2.0,1600,4.0,1,3,1,1,2,12
14489,23521,1083,34,208,2013,7,0,2,3.6,156192,2.0,4,3,1,1,5,12
14490,12849,687,5,14,2010,3,1,2,1.6,113861,4.0,1,2,1,1,1,4
14491,31047,1820,6,26,2019,3,1,2,3.5,17542,6.0,1,3,1,1,1,12
